ndeg_auto;dep;nom;region_administrative;adresse;code_insee;commune;situation_geographique;ecrans;fauteuils;tranche_d_entrees;proprietaire;programmateur;categorie_art_et_essai;label_art_et_essai;genre;multiplexe;population_de_la_commune_2015;unite_urbaine_2010;population_unite_urbaine_2015;semaines_d_activite_2020;seances_2020;entrees_2020;entrees_2019;evolution_entrees_2020_2019;art_et_essai;nombre_de_films_programmes_2020;nombre_de_films_inedits_2020;nombre_de_films_en_semaine_1_2020;pdm_en_entrees_des_films_francais_2020;pdm_en_entrees_des_films_americains_2020;pdm_en_entrees_des_films_europeens_2020;pdm_en_entrees_des_autres_films_2020;films_art_et_essai_2020;part_des_seances_de_films_art_et_essai_2020;pdm_en_entrees_des_films_art_et_essai_2020;geo
68114.0;93;LE CINEMA;ILE-DE-FRANCE;10 AVENUE FRANCIS DE PRESSENSE;93013;Le Bourget;02-Grande Couronne;1;83;Moins de 2000 entrées;COMMUNE DU BOURGET;SARL GPCI;NON;;FIXE;NON;16239.0;Paris;10706072.0;26.0;327.0;1974.0;6463.0;-69.45690855639796;NON;64.0;52.0;0.0;58.31605143094152;28.60500483893267;8.267662104244435;4.811281625881377;16.0;32.362459546925564;33.499239596294764;48.932361,2.424858
68212.0;92;AUDITORIUM DU CONSERVATOIRE;ILE-DE-FRANCE;11 BD CARNOT;92014;Bourg-la-Reine;02-Grande Couronne;1;177;Moins de 2000 entrées;LES GEMEAUX SCENE NATIONALE;;NON;;FIXE;NON;20249.0;Paris;10706072.0;3.0;3.0;235.0;1575.0;-85.07936507936508;NON;3.0;0.0;0.0;57.964829544511055;32.764318095016684;5.894953587618937;3.375898772853324;3.0;29.523809523809526;26.93412596934624;48.778884,2.317531
69641.0;91;BUXY;ILE-DE-FRANCE;CENTRE COMMERCIAL VAL D'YERRES 2;91097;Boussy-Saint-Antoine;03-Petite couronne;5;797;De 20 à 30 000 entrées;ASSOCIATION DES CINEMAS INDEPENDANTS;SARL GPCI;C;;FIXE;NON;7027.0;Paris;10706072.0;27.0;2928.0;29093.0;114934.0;-74.6872117911149;OUI;121.0;91.0;63.0;74.28779245969208;19.905443084010184;5.079403564068373;0.7273608922293612;48.0;28.695652173913043;28.997454236877196;48.683571,2.535014
71901.0;77;LE RENAISSANCE;ILE-DE-FRANCE;16 RUE DE L EGLISE;77051;Bray-sur-Seine;03-Petite couronne;1;105;Moins de 2000 entrées;LEMOINE DENISE;;E;;FIXE;NON;2222.0;Bray-sur-Seine;3334.0;23.0;127.0;1226.0;5227.0;-76.54486321025445;OUI;57.0;39.0;0.0;46.76250964784214;45.38530924240029;5.917963119670439;1.9342179900871326;26.0;15.841680443450354;11.403051972809358;48.415251,3.237856
73423.0;91;JEAN COCTEAU;ILE-DE-FRANCE;3 RUE ANATOLE FRANCE;91103;Brétigny-sur-Orge;03-Petite couronne;2;368;De 10 à 20 000 entrées;ASSOCIATION CINE 220;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;C;RDJPPR;FIXE;NON;26215.0;Paris;10706072.0;31.0;1232.0;15946.0;53911.0;-70.42162081949881;OUI;179.0;110.0;11.0;41.09741633542762;50.28449160148737;6.1289908962687525;2.4891011668162584;94.0;26.30672522173426;14.794364662136172;48.608596,2.303919
74662.0;77;LES 4 VENTS;ILE-DE-FRANCE;80 RUE DU GENERAL LECLERC;77053;Brie-Comte-Robert;03-Petite couronne;1;168;De 5 à 10 000 entrées;COMMUNE DE BRIE-COMTE-ROBERT;;E;RDJP;FIXE;NON;16635.0;Brie-Comte-Robert;16635.0;30.0;599.0;9636.0;28420.0;-66.09429978888107;OUI;153.0;105.0;1.0;71.33348634381456;22.3892586642185;4.750975441817765;1.5262795501491853;74.0;43.134087237479804;39.07505164103741;48.696652,2.607228
81101.0;94;LA PLEIADE;ILE-DE-FRANCE;12 AVENUE COUSIN DE MERICOURT;94016;Cachan;02-Grande Couronne;3;802;De 20 à 30 000 entrées;ASSOCIATION CENTRE CULTUREL COMMUNAL CACHAN;SARL GPCI;C;JP;FIXE;NON;30433.0;Paris;10706072.0;26.0;1864.0;22063.0;71717.0;-69.23602493132731;OUI;158.0;111.0;43.0;48.7828947368421;40.95394736842105;9.671052631578947;0.5921052631578948;95.0;35.86497890295359;26.31578947368421;48.795796,2.335316
91492.0;78;CINEMA DU THEATRE;ILE-DE-FRANCE;8 AVENUE CHARLES DE GAULLE;78126;La Celle-Saint-Cloud;03-Petite couronne;1;319;De 2 à 5 000 entrées;VILLE DE LA CELLE SAINT CLOUD;;NON;;FIXE;NON;21037.0;Paris;10706072.0;23.0;123.0;4110.0;13380.0;-69.28251121076234;NON;88.0;64.0;1.0;62.00475181403712;29.872214730623515;6.305785654658703;1.8172478006806652;54.0;26.268320180383313;23.206832338020934;48.847416,2.136047
92329.0;95;UGC CINE CITE;ILE-DE-FRANCE;8 PLACE DES 3 GARES;95127;Cergy;03-Petite couronne;14;2768;De 100 à 150 000 entrées;UGC CINE CITE;UGC DIFFUSION;NON;;FIXE;OUI;63395.0;Paris;10706072.0;31.0;11721.0;142257.0;505356.0;-71.85014128653859;NON;233.0;132.0;129.0;61.45900581020013;28.405422853453842;3.873466752743705;6.262104583602324;91.0;17.475728155339805;12.201420271142673;49.048453,2.010977
96533.0;77;JEAN GABIN;ILE-DE-FRANCE;RUE PIERRE DE COUBERTIN;77079;Champagne-sur-Seine;03-Petite couronne;1;168;De 2 à 5 000 entrées;CINE MONTEREAU POINT COM;;D;;FIXE;NON;6179.0;Champagne-sur-Seine;28076.0;21.0;158.0;2270.0;7649.0;-70.32291802850045;OUI;58.0;38.0;1.0;55.9274319674695;23.443853612761963;14.95151704723178;5.677197372536753;33.0;40.08350730688935;42.117610259618395;48.398755,2.80515
97431.0;94;STUDIO 66;ILE-DE-FRANCE;66 RUE JEAN JAURES;94017;Champigny-sur-Marne;02-Grande Couronne;5;944;De 40 à 50 000 entrées;STUDIO 66;SAS AGORA CINEMAS;C;JP;FIXE;NON;76508.0;Paris;10706072.0;31.0;4693.0;45798.0;150162.0;-69.50093898589523;OUI;160.0;104.0;70.0;55.830636671995;37.86892276502008;5.972942414908963;0.32749814807594835;73.0;20.02592352559948;21.79812078443604;48.814397,2.508133
105652.0;92;REX;ILE-DE-FRANCE;364 AVE DE LA DIVISION LECLERC;92019;Châtenay-Malabry;02-Grande Couronne;2;551;De 10 à 20 000 entrées;ASSOCIATION CHATENAY ACTION CULTURE;;C;RDJPPR;FIXE;NON;33330.0;Paris;10706072.0;26.0;1182.0;18879.0;62088.0;-69.59315809818322;OUI;113.0;76.0;45.0;69.41117764471058;23.852295409181636;1.1976047904191618;5.538922155688622;73.0;24.2603550295858;27.694610778443113;48.765842,2.259825
106031.0;92;CINEMA;ILE-DE-FRANCE;7BIS RUE DE LA MAIRIE;92020;Châtillon;02-Grande Couronne;1;226;De 10 à 20 000 entrées;THEATRE DE CHATILLON;;C;;FIXE;NON;37159.0;Paris;10706072.0;25.0;352.0;10377.0;32155.0;-67.72819157207277;OUI;97.0;66.0;0.0;67.90155779552298;25.749443644456083;5.668281188637256;0.6807173713836889;61.0;28.57142857142857;20.86660557664616;48.800675,2.288049
106262.0;78;LOUIS JOUVET;ILE-DE-FRANCE;3 PLACE MAURICE BERTEAUX;78146;Chatou;03-Petite couronne;2;459;De 20 à 30 000 entrées;ANIM ACTION;UGC DIFFUSION;NON;;FIXE;NON;31058.0;Paris;10706072.0;25.0;855.0;24968.0;73105.0;-65.84638533616032;NON;65.0;43.0;19.0;55.093640666803864;33.9370240790286;4.23955546408726;6.729779790080263;26.0;26.37571157495256;33.7312204157234;48.886917,2.156299
108192.0;92;ATRIUM;ILE-DE-FRANCE;3 PARVIS ROBERT SCHUMAN;92022;Chaville;02-Grande Couronne;1;643;De 5 à 10 000 entrées;REGIE CULTURELLE ATRIUM DE CHAVILLE;SARL GPCI;NON;;FIXE;NON;20001.0;Paris;10706072.0;27.0;216.0;6937.0;21191.0;-67.26440470010854;NON;80.0;60.0;2.0;71.84600197433366;24.20533070088845;3.1786771964461993;0.7699901283316881;37.0;48.792270531400966;59.407699901283316;48.813094,2.192579
108774.0;77;COSMOS;ILE-DE-FRANCE;22 AV DE LA RESISTANCE;77108;Chelles;03-Petite couronne;2;645;De 20 à 30 000 entrées;STUDIO 43;;C;JP;FIXE;NON;53833.0;Paris;10706072.0;28.0;1578.0;22477.0;75823.0;-70.35596059243238;OUI;120.0;78.0;13.0;46.430239437058255;44.87343151601955;4.754491390852197;3.9418376560699944;58.0;21.056584877315974;17.495407416632936;48.877872,2.586341
110351.0;77;GAUMONT DISNEY VILLAGE;ILE-DE-FRANCE;1 ESPLANADE FRANCOIS TRUFFAUT;77111;Chessy;03-Petite couronne;15;3923;De 200 à 300 000 entrées;GAUMONT;LES CINEMAS GAUMONT PATHE;NON;;FIXE;OUI;5131.0;Paris;10706072.0;31.0;13689.0;233168.0;913512.0;-74.47565001882843;NON;194.0;102.0;100.0;52.329422485476705;26.49504499373505;12.222348786877776;8.953183733910468;34.0;33.52941176470588;32.56635152067434;48.880488,2.772675
110372.0;77;STUDIO 31;ILE-DE-FRANCE;31 PLACE D'ARIANE;77111;Chessy;03-Petite couronne;2;216;De 10 à 20 000 entrées;LE CINEMA DE CHESSY;SARL GPCI;C;;FIXE;NON;5131.0;Paris;10706072.0;31.0;2078.0;16327.0;51636.0;-68.38058718723371;OUI;194.0;100.0;17.0;44.12669126691267;45.787207872078724;7.5953259532595325;2.4907749077490773;81.0;18.571428571428573;14.698646986469866;48.856412,2.773682
110761.0;94;SALLE ANDRE MALRAUX;ILE-DE-FRANCE;102 AV DU GENERAL DE GAULLE;94021;Chevilly-Larue;02-Grande Couronne;1;405;De 5 à 10 000 entrées;CENTRE CULTUREL DE CHEVILLY LARUE;;C;;FIXE;NON;19169.0;Paris;10706072.0;25.0;245.0;5823.0;13516.0;-56.91772713820657;OUI;72.0;55.0;0.0;58.25659914057704;30.69367710251688;8.16451810926949;2.8852056476365866;39.0;45.83333333333333;50.70595457335789;48.770432,2.350955
111583.0;91;FRANCOIS TRUFFAUT;ILE-DE-FRANCE;2 RUE DE L ECOLE;91161;Chilly-Mazarin;03-Petite couronne;2;409;De 10 à 20 000 entrées;ASSOCIATION FRANCOIS TRUFFAUT;;C;RDJPPR;FIXE;NON;20258.0;Paris;10706072.0;29.0;1626.0;17622.0;50385.0;-65.02530515034238;OUI;232.0;133.0;12.0;69.33847949017144;23.875774167489453;4.658468719145499;2.127277623193609;164.0;54.557640750670245;48.43371331119289;48.703333,2.314917
112014.0;94;SALLE PAUL ELUARD;ILE-DE-FRANCE;4 AV DE VILLENEUVE ST GEORGES;94022;Choisy-le-Roi;02-Grande Couronne;1;181;De 10 à 20 000 entrées;CENTRE D'ACTION CULTURELLE THEATRE PAUL ELUARD CHOISY LE ROI;;C;JP;FIXE;NON;43846.0;Paris;10706072.0;25.0;444.0;13046.0;39328.0;-66.82770545158665;OUI;89.0;62.0;0.0;59.08124202467035;29.63632496809868;6.784347086346236;4.49808592088473;46.0;28.193832599118945;26.21225010633773;48.766383,2.414699
113523.0;92;CINEMA JEANNE MOREAU;ILE-DE-FRANCE;22 RUE PAUL VAILLANT COUTURIER;92023;Clamart;02-Grande Couronne;1;176;Moins de 2000 entrées;COMMUNE DE CLAMART;;C;RDJP;FIXE;NON;52645.0;Paris;10706072.0;8.0;90.0;1386.0;16334.0;-91.51463205583445;OUI;22.0;8.0;2.0;67.33466933867736;21.37608550434202;10.354041416165664;0.9352037408149633;17.0;31.0;36.20574482297929;48.802513,2.263801
114032.0;78;ESPACE PHILIPPE NOIRET;ILE-DE-FRANCE;PLACE CHARLES DE GAULLE;78165;Les Clayes-sous-Bois;03-Petite couronne;2;356;De 20 à 30 000 entrées;COMMUNE DE CLAYES SOUS BOIS;;C;JP;FIXE;NON;17645.0;Paris;10706072.0;31.0;1184.0;21250.0;69292.0;-69.33267909715407;OUI;137.0;94.0;11.0;59.22916182957976;23.35732528442071;12.421639192013002;4.991873693986534;67.0;32.857142857142854;27.490132342697933;48.821274,1.987156
115104.0;92;CINEMA RUTEBEUF;ILE-DE-FRANCE;16-18  ALLEES LEON-GAMBETTA;92024;Clichy;02-Grande Couronne;1;549;De 10 à 20 000 entrées;COMMUNE DE CLICHY LA GARENNE;;C;;FIXE;NON;60435.0;Paris;10706072.0;21.0;364.0;10495.0;43891.0;-76.08849194595703;OUI;89.0;61.0;0.0;52.56166982922201;33.14358001265022;11.954459203036052;2.340290955091714;46.0;50.0;62.04933586337761;48.90196,2.309342
117025.0;92;M J C THEATRE DE COLOMBES;ILE-DE-FRANCE;96, 98 RUE ST DENIS;92025;Colombes;02-Grande Couronne;1;322;Moins de 2000 entrées;MAISON DES JEUNES ET DE LA CULTURE DU THEATRE DE COLOMBES;;C;;FIXE;NON;85199.0;Paris;10706072.0;8.0;16.0;849.0;2783.0;-69.49335249730507;OUI;7.0;0.0;0.0;58.0971000325839;29.03225806451613;6.35386119257087;6.5167807103290984;7.0;38.75;38.12316715542522;48.923862,2.250041
117051.0;92;L'HELIOS;ILE-DE-FRANCE;27 A 39 RUE DU BOURNARD;92025;Colombes;02-Grande Couronne;4;477;De 40 à 50 000 entrées;QUATRE CLUBS SARL;;C;JPPR;FIXE;NON;85199.0;Paris;10706072.0;31.0;3065.0;48765.0;139772.0;-65.11103797613256;OUI;138.0;96.0;66.0;48.88402026564426;41.88689579624812;3.039846638367794;6.189237299739833;70.0;20.0;22.388059701492537;48.923159,2.255372
117921.0;77;LA COUPOLE;ILE-DE-FRANCE;RUE JEAN FRANCOIS MILLET;77122;Combs-la-Ville;03-Petite couronne;1;236;De 2 à 5 000 entrées;SCENE NATIONALE DE SENART;;NON;;FIXE;NON;22154.0;Paris;10706072.0;26.0;301.0;4737.0;12268.0;-61.38734920117379;NON;82.0;60.0;0.0;60.76023391812866;32.2953216374269;5.701754385964912;1.2426900584795322;46.0;15.11627906976744;9.195906432748538;48.659579,2.566711
119305.0;78;PATHE;ILE-DE-FRANCE;RUE DE L'HAUTIL;78172;Conflans-Sainte-Honorine;03-Petite couronne;13;3105;De 300 à 450 000 entrées;PATHE CONFLANS;LES CINEMAS GAUMONT PATHE;NON;;FIXE;OUI;35019.0;Paris;10706072.0;31.0;11471.0;329801.0;1127325.0;-70.74481626860046;NON;223.0;131.0;116.0;63.381206401313094;24.480919162905213;8.748461222814937;3.3894132129667622;61.0;44.8405253283302;47.09889208042675;49.004829,2.077668
120293.0;91;ARCEL;ILE-DE-FRANCE;15 PLACE LEON CASSE;91174;Corbeil-Essonnes;03-Petite couronne;3;380;De 10 à 20 000 entrées;EDEN CASINO;SARL GPCI;C;JPPR;FIXE;NON;50412.0;Paris;10706072.0;31.0;1975.0;17699.0;53510.0;-66.92393945056997;OUI;158.0;114.0;54.0;57.019586358033145;28.968634433639227;7.875633474866457;6.136145733461169;82.0;57.42574257425742;65.70332831119025;48.603813,2.469302
120963.0;95;THEATRE DU CORMIER;ILE-DE-FRANCE;123 RUE DE SAINT-GERMAIN;95176;Cormeilles-en-Parisis;03-Petite couronne;1;307;De 5 à 10 000 entrées;COMMUNE DE CORMEILLES EN PARISIS;;NON;;FIXE;NON;23661.0;Paris;10706072.0;22.0;119.0;5226.0;11031.0;-52.624422083220026;NON;99.0;59.0;0.0;62.53840376868983;30.886871031610568;3.4068409913292825;3.1678842083703147;51.0;23.79471228615863;19.621765549259234;48.959824,2.189151
123373.0;77;HEMISPHERE THEATER;ILE-DE-FRANCE;23 RUE MARCEL CLAVIER;77131;Coulommiers;03-Petite couronne;4;568;De 10 à 20 000 entrées;ZARATHUSHTRA;;D;JP;FIXE;NON;15116.0;Coulommiers;27344.0;19.0;1016.0;16105.0;91739.0;-82.44476176980346;OUI;43.0;30.0;19.0;100.0;0.0;0.0;0.0;11.0;44.44444444444444;68.4044233807267;48.809696,3.090876
123905.0;92;CAMILLE ST SAENS;ILE-DE-FRANCE;15 BOULEVARD ARISTIDE BRIAND;92026;Courbevoie;02-Grande Couronne;1;360;Moins de 2000 entrées;ASSOCIATION ESPACE CARPEAUX;;NON;;FIXE;NON;83136.0;Paris;10706072.0;3.0;11.0;1544.0;3689.0;-58.14583898075358;NON;8.0;4.0;1.0;80.72429906542055;19.27570093457944;0.0;0.0;0.0;1.5873015873015872;1.4018691588785046;48.899883,2.259136
123914.0;92;ABEL GANCE;ILE-DE-FRANCE;184 BD ST DENIS;92026;Courbevoie;02-Grande Couronne;1;139;De 10 à 20 000 entrées;ASSOCIATION ESPACE CARPEAUX;;NON;;FIXE;NON;83136.0;Paris;10706072.0;30.0;779.0;18446.0;54863.0;-66.37806900825693;NON;126.0;78.0;2.0;48.599571510686104;44.37215864555573;5.327376286774312;1.7008935569838532;69.0;20.217260108630054;13.019282019125257;48.901327,2.271867
125135.0;93;L ETOILE;ILE-DE-FRANCE;1 ALLEE DU PROGRES;93027;La Courneuve;02-Grande Couronne;1;195;De 5 à 10 000 entrées;ASSOCIATION DEVELOPPEMENT LOISIRS ET CULTURE;;C;RDJPPR;FIXE;NON;41733.0;Paris;10706072.0;28.0;569.0;8592.0;21326.0;-59.7111507080559;OUI;156.0;78.0;0.0;53.440197287299625;31.418002466091245;6.609124537607891;8.532675709001234;95.0;39.58333333333333;42.4537607891492;48.926821,2.391627
128535.0;94;LA LUCARNE MJC;ILE-DE-FRANCE;100 RUE JULIETTE SAVAR;94028;Créteil;02-Grande Couronne;1;92;De 5 à 10 000 entrées;MAISON DES JEUNES ET DE LA CULTURE DU MONT MESLY;;C;JP;FIXE;NON;90739.0;Paris;10706072.0;29.0;684.0;6289.0;18282.0;-65.60004375888853;OUI;121.0;82.0;0.0;54.01902995783385;37.92524891273153;5.044484182175419;3.0112369472592;79.0;25.197050597508262;18.098328807647306;48.777428,2.466468
128541.0;94;CINEMA DU PALAIS;ILE-DE-FRANCE;40 ALLEE PARMENTIER;94028;Créteil;02-Grande Couronne;3;490;De 30 à 40 000 entrées;CINEMAS DU PALAIS;;C;RDJPPR;FIXE;NON;90739.0;Paris;10706072.0;30.0;2458.0;32547.0;75159.0;-56.695804893625514;OUI;162.0;105.0;66.0;61.867871745211964;31.22444587906176;2.2164837529588985;4.691198622767377;124.0;41.31736526946108;38.046051215838176;48.786063,2.444158
133212.0;77;PATHE DAMMARIE;ILE-DE-FRANCE;824 AVENUE DU LYS;77152;Dammarie-les-Lys;03-Petite couronne;10;2181;De 100 à 150 000 entrées;PATHE DAMMARIE;LES CINEMAS GAUMONT PATHE;NON;;FIXE;OUI;21712.0;Paris;10706072.0;31.0;8709.0;109103.0;371298.0;-70.61578570312794;NON;184.0;118.0;101.0;59.77272727272728;25.555555555555554;11.969696969696969;2.702020202020202;51.0;34.65346534653465;27.070707070707073;48.517401,2.627798
140521.0;95;ESPACE ERMITAGE;ILE-DE-FRANCE;ALLEE STE THERESE;95199;Domont;03-Petite couronne;1;282;De 10 à 20 000 entrées;CENTRE SOCIAL CULTUREL DOMONTOIS;;NON;;FIXE;NON;15343.0;Paris;10706072.0;31.0;858.0;12286.0;42656.0;-71.19748687171793;NON;98.0;71.0;7.0;76.14850427350427;15.625;6.303418803418803;1.9230769230769231;38.0;36.915887850467286;44.81837606837607;49.02987,2.333691
142171.0;91;PARTERRE;ILE-DE-FRANCE;SQUARE DE LAC MEGANTIC;91200;Dourdan;03-Petite couronne;2;227;De 10 à 20 000 entrées;ASSOCIATION DOURDANNAISE D'ANIMATION CULTURELLE;SARL GPCI;E;JPPR;FIXE;NON;10673.0;Dourdan;12036.0;29.0;1239.0;14009.0;45760.0;-69.38592657342657;OUI;146.0;101.0;34.0;42.089118501775914;51.695188892476594;4.63351630610268;1.5821762996448177;67.0;17.45635910224439;18.84081369066839;48.528741,2.015215
142752.0;93;ESPACE CULTUREL DU PARC;ILE-DE-FRANCE;PLACE MAURICE NILES;93029;Drancy;02-Grande Couronne;1;329;De 2 à 5 000 entrées;COMMUNE DE DRANCY;;NON;;FIXE;NON;69568.0;Paris;10706072.0;28.0;152.0;4291.0;13043.0;-67.10112704132484;NON;42.0;33.0;0.0;51.75388154111559;37.8953421506613;3.9332949971247846;6.4174813110983315;13.0;29.651162790697676;24.968372627947097;48.927466,2.438309
144262.0;95;L'ORANGE BLEUE;ILE-DE-FRANCE;7 RUE JEAN MERMOZ;95203;Eaubonne;03-Petite couronne;1;345;De 2 à 5 000 entrées;COMMUNE DE EAUBONNE;;NON;;FIXE;NON;24609.0;Paris;10706072.0;20.0;50.0;2838.0;8645.0;-67.17177559282823;NON;30.0;21.0;0.0;67.27896995708154;24.600858369098713;5.253218884120172;2.8669527896995706;28.0;34.58646616541353;36.84978540772532;48.992968,2.278288
146371.0;78;GRENOUILLE;ILE-DE-FRANCE;CENTRE COMMERCIAL DES 7 MARES;78208;Élancourt;03-Petite couronne;3;348;De 30 à 40 000 entrées;SOCIETE D'ECONOMIE MIXTE DU CINEMA DES SEPT MARES;;C;RDJPPR;FIXE;NON;25504.0;Paris;10706072.0;31.0;1972.0;33659.0;112064.0;-69.96448458023985;OUI;172.0;122.0;49.0;48.828110979505404;44.822511754782674;4.342988406733427;2.0063888589785006;90.0;24.909456740442657;16.61462259071821;48.766594,1.949214
147071.0;95;FRANCAIS;ILE-DE-FRANCE;38 RUE DU GENERAL DE GAULLE;95210;Enghien-les-Bains;03-Petite couronne;5;1263;De 50 à 80 000 entrées;UGC SAS;UGC DIFFUSION;NON;;FIXE;NON;11413.0;Paris;10706072.0;31.0;3975.0;61099.0;221790.0;-72.4518688849813;NON;120.0;63.0;56.0;68.95195279572913;20.595672941837595;7.811182916549593;2.641191345883675;55.0;28.22085889570552;25.96234897443102;48.970841,2.307185
147084.0;95;CENTRE DES ARTS;ILE-DE-FRANCE;12-16, RUE DE LA LIBERATION;95210;Enghien-les-Bains;03-Petite couronne;1;320;De 2 à 5 000 entrées;COMMUNE D'ENGHIEN LES BAINS;;C;JPPR;FIXE;NON;11413.0;Paris;10706072.0;15.0;124.0;4753.0;17619.0;-73.02344060389352;OUI;49.0;16.0;0.0;49.22021210230817;42.29569557080474;5.7392389270118525;2.744853399875234;38.0;31.11111111111111;25.077978789769183;48.971934,2.305204
148321.0;93;SALLE SERGE GAINSBOURG;ILE-DE-FRANCE;RUE DU GENERAL JULIEN;93031;Épinay-sur-Seine;02-Grande Couronne;1;180;Moins de 2000 entrées;ESPACE CINEMA;;NON;;FIXE;NON;54840.0;Paris;10706072.0;9.0;29.0;1563.0;3878.0;-59.69571944301186;NON;6.0;0.0;0.0;59.40615998227343;23.266120097496124;11.876800354531355;5.450919565699092;6.0;52.348993288590606;58.741413693773545;48.95411,2.312115
148324.0;93;MEGA CGR;ILE-DE-FRANCE;5 AVENUE DU MARECHAL  JOFFRE;93031;Épinay-sur-Seine;02-Grande Couronne;12;2470;De 100 à 150 000 entrées;VILLERAY;SARL LES FILMS DE LA ROCHELLE;NON;;FIXE;OUI;54840.0;Paris;10706072.0;31.0;11769.0;114572.0;475402.0;-75.89997517890123;NON;156.0;103.0;98.0;58.74392782789729;22.761970853573906;10.51353226925746;7.98056904927134;29.0;33.9622641509434;32.75503122831367;48.957859,2.301996
149335.0;95;PIERRE FRESNAY;ILE-DE-FRANCE;3 RUE SAINT FLAIVE;95219;Ermont;03-Petite couronne;1;400;De 5 à 10 000 entrées;COMMUNE DE ERMONT;;NON;;FIXE;NON;28832.0;Paris;10706072.0;29.0;98.0;6742.0;16827.0;-59.9334403042729;NON;69.0;58.0;0.0;49.49802124557384;30.389502187044364;14.09289731305978;6.019579254322016;26.0;78.43442198030067;86.33617996250781;48.988575,2.259906
152882.0;91;LA ROTONDE A;ILE-DE-FRANCE;102 RUE SAINT JACQUES;91223;Étampes;03-Petite couronne;3;338;De 10 à 20 000 entrées;OMNICOM;;NON;;FIXE;NON;24271.0;Étampes;29851.0;31.0;3235.0;18658.0;73682.0;-74.67766890149561;NON;137.0;106.0;54.0;60.85538693089176;29.46193402734228;6.333876834315816;3.348802207450144;33.0;33.223684210526315;24.60805217609432;48.433642,2.155867
152884.0;91;CINETAMPES;ILE-DE-FRANCE;PLACE GEOFFROY ST HILAIRE;91223;Étampes;03-Petite couronne;1;146;De 2 à 5 000 entrées;ASSOCIATION ETAMPOISE CINE PETIT THEATRE;;D;PR;FIXE;NON;24271.0;Étampes;29851.0;27.0;343.0;3329.0;6946.0;-52.07313561762166;OUI;85.0;40.0;0.0;65.91261233343663;13.418035326929036;10.598078710876974;10.07127362875736;75.0;46.3768115942029;45.39820266501394;48.434287,2.157598
154488.0;91;MEGA CGR;ILE-DE-FRANCE;PLACE DE L'AGORA - CE 169;91228;Évry;03-Petite couronne;10;2052;De 50 à 80 000 entrées;ESPACE LOISIRS;SARL LES FILMS DE LA ROCHELLE;NON;;FIXE;OUI;53871.0;Paris;10706072.0;31.0;9923.0;64630.0;264394.0;-75.55542107612125;NON;133.0;90.0;88.0;71.78571428571429;19.357142857142858;8.857142857142856;0.0;25.0;38.46153846153847;48.785714285714285;48.627929,2.429517
162844.0;77;ERMITAGE;ILE-DE-FRANCE;6 RUE DE FRANCE;77186;Fontainebleau;03-Petite couronne;5;944;De 20 à 30 000 entrées;L ERMITAGE;;D;RDJPPR;FIXE;NON;14974.0;Fontainebleau;36517.0;31.0;3412.0;29250.0;80438.0;-63.63658967154827;OUI;161.0;108.0;80.0;60.974169741697416;20.900369003690038;12.014760147601477;6.11070110701107;109.0;49.13544668587896;35.76383763837639;48.404394,2.699594
162853.0;77;CINEPARADIS;ILE-DE-FRANCE;10 AVENUE MARECHAL DE VILLARS;77186;Fontainebleau;03-Petite couronne;6;1080;De 50 à 80 000 entrées;L ERMITAGE;CINEPARADIS;D;JP;FIXE;NON;14974.0;Fontainebleau;36517.0;31.0;4271.0;51310.0;187026.0;-72.56531177483345;OUI;143.0;90.0;81.0;71.13741762265072;15.499145716377837;6.394923114474005;6.968513546497437;45.0;40.16620498614959;38.625823773492804;48.400175,2.71613
163962.0;92;LE SCARRON;ILE-DE-FRANCE;8 AV. JEANNE ET MAURICE DOLIVET;92032;Fontenay-aux-Roses;02-Grande Couronne;1;198;De 10 à 20 000 entrées;COMITE MUNICIPAL DES FETES;;C;JP;FIXE;NON;23963.0;Paris;10706072.0;25.0;420.0;10482.0;15015.0;-30.189810189810185;OUI;80.0;59.0;1.0;50.427528019141164;42.1357511648407;6.142803173403853;1.2939176426142804;45.0;14.645091106880608;12.97947361793225;48.791543,2.289748
164022.0;78;THEATRE DE FONTENAY;ILE-DE-FRANCE;PLACE DU 8 MAI 1945;78242;Fontenay-le-Fleury;03-Petite couronne;1;346;De 5 à 10 000 entrées;ASSOCIATION DU THEATRE DE FONTENAY LE FLEURY;;C;JP;FIXE;NON;13374.0;Paris;10706072.0;27.0;335.0;7453.0;21148.0;-64.75789672782297;OUI;118.0;80.0;1.0;53.26037906137184;38.16561371841155;6.768953068592058;1.8050541516245486;61.0;26.984126984126984;29.602888086642597;48.811271,2.045243
164112.0;94;LE KOSMOS;ILE-DE-FRANCE;243TER AVENUE DE LA REPUBLIQUE;94033;Fontenay-sous-Bois;02-Grande Couronne;1;190;De 10 à 20 000 entrées;FONTENAY EN SCENES;;C;RDJPPR;FIXE;NON;53649.0;Paris;10706072.0;29.0;490.0;13901.0;41115.0;-66.18995500425635;OUI;93.0;63.0;3.0;49.00534215212414;45.94250826761638;4.482320020351056;0.5698295599084202;69.0;21.487603305785125;23.195115746629355;48.852329,2.461111
